,Actual,Prediction,Difference
490,8.88,8.38,0.5020846176147469
491,8.92,8.31,0.6093978118896484
492,9.0,8.25,0.7490558624267578
493,9.04,8.2,0.8415947341918937
494,9.04,8.15,0.8876285934448234
495,9.12,8.11,1.0077944946289055
496,9.2,8.07,1.1279909133911126
497,9.24,8.04,1.203319778442383
498,9.28,8.0,1.2776129531860345
499,9.32,7.96,1.3561566543579104
500,9.32,7.92,1.3975065422058108
501,9.36,7.88,1.478134975433349
502,9.4,7.84,1.5599569320678714
503,9.44,7.79,1.6509403610229487
504,9.4,7.73,1.672629261016846
505,9.4,7.65,1.7483324050903324
506,9.44,7.56,1.879686775207519
507,9.56,7.46,2.1007156944274907
508,9.48,7.36,2.1236343193054203
509,9.44,7.25,2.1868214035034175
510,9.4,7.15,2.2505039215087894
511,9.44,7.05,2.389708461761474
512,9.36,6.96,2.4041889762878412
513,9.32,6.88,2.444712467193604
514,9.32,6.82,2.5022767257690433
515,9.36,6.78,2.576823577880859
516,9.24,6.78,2.46197961807251
517,9.12,6.8,2.3234397125244133
518,9.04,6.83,2.2054438972473136
519,9.04,6.89,2.1520004653930656
520,9.0,6.95,2.0523977279663086
521,8.92,7.02,1.8998684120178222
522,8.84,7.1,1.7415140533447264
523,8.76,7.18,1.582235584259033
524,8.76,7.25,1.50534797668457
525,8.72,7.32,1.3982245635986335
526,8.64,7.39,1.2513162040710455
527,8.56,7.45,1.1086760139465337
528,8.56,7.51,1.052174625396729
529,8.52,7.56,0.96241189956665
530,8.44,7.6,0.84449047088623
531,8.32,7.63,0.687090702056885
532,8.2,7.68,0.5224525451660149
533,8.16,7.75,0.4107596015930177
534,8.08,7.85,0.22686775207519538
535,8.04,7.97,0.07023290634155188
536,8.0,8.1,-0.10297107696533203
537,7.96,8.24,-0.28468898773193363
538,7.84,8.4,-0.5605222320556642
539,7.72,8.56,-0.8406679916381838
540,7.6,8.71,-1.1123928070068363
541,7.6,8.85,-1.24541130065918
542,7.6,8.98,-1.3752655029296879
543,7.56,9.1,-1.538737716674805
544,7.44,9.21,-1.7677703475952145
545,7.36,9.3,-1.9408174896240231
546,7.32,9.37,-2.0538698959350583
547,7.24,9.42,-2.1842830276489256
548,7.24,9.45,-2.21176887512207
549,7.24,9.46,-2.22354866027832
550,7.2,9.46,-2.262614059448242
551,7.24,9.44,-2.199984321594238
552,7.2,9.41,-2.2085454940795897
553,7.2,9.36,-2.1580293655395506
554,7.2,9.29,-2.0917098999023436
555,7.16,9.22,-2.057246055603027
556,7.28,9.14,-1.862407417297363
557,7.2,9.06,-1.8625658035278319
558,7.24,8.98,-1.7366941070556638
559,7.28,8.86,-1.584896774291992
560,7.24,8.73,-1.4852092361450193
561,7.32,8.57,-1.2545887756347653
562,7.32,8.43,-1.1125103759765622
563,7.4,8.31,-0.9139448165893551
564,7.44,8.23,-0.7873426055908199
565,7.48,8.16,-0.6845736694335933
566,7.64,8.12,-0.4840386962890628
567,7.72,8.09,-0.37480381011962915
568,7.92,8.08,-0.16148288726806648
569,8.08,8.07,0.009933547973632884
570,8.12,8.07,0.05409347534179609
571,8.32,8.06,0.2628138732910159
572,8.44,8.05,0.3883337402343745
573,8.6,8.04,0.5603986740112301
574,8.64,8.02,0.6150251770019537
575,8.72,8.0,0.7207305145263678
576,8.72,7.96,0.7560822677612311
577,8.96,7.91,1.0466880416870126
578,9.0,7.85,1.1522603034973145
579,9.04,7.77,1.269496479034423
580,9.16,7.68,1.4791552162170412
581,9.12,7.59,1.5313988876342766
582,9.2,7.49,1.7108180046081536
583,9.24,7.39,1.8486931228637697
584,9.32,7.3,2.024596519470215
585,9.4,7.2,2.1952513694763187
586,9.28,7.12,2.1573083686828607
587,9.44,7.05,2.3936180496215815
588,9.36,6.98,2.382997379302978
589,9.4,6.91,2.488572978973389
590,9.48,6.86,2.6234965133666996
591,9.44,6.8,2.635635795593261
592,9.36,6.76,2.599646434783935
593,9.2,6.72,2.4833495140075676
594,8.96,6.68,2.2755860900878915
595,8.96,6.66,2.3036436653137216
596,8.84,6.64,2.2031649017333983
597,8.84,6.62,2.2181208992004393
598,8.72,6.62,2.1038572502136237
599,8.72,6.62,2.100024433135987
600,8.64,6.64,1.997939243316651
601,8.64,6.67,1.9656344795227056
602,8.4,6.72,1.6792854309082035
603,8.44,6.79,1.6482419395446772
604,8.32,6.91,1.4086077880859378
605,8.32,7.08,1.2387016487121585
606,8.2,7.29,0.9083353996276848
607,8.24,7.51,0.7279283905029299
608,8.12,7.72,0.40202104568481367
609,8.08,7.9,0.18116720199584968
610,7.96,8.04,-0.08146003723144535
611,8.0,8.15,-0.15337467193603516
612,7.8,8.23,-0.43169898986816424
613,7.84,8.28,-0.4383422470092775
614,7.76,8.3,-0.5431415939331057
615,7.64,8.31,-0.6662705993652347
616,7.6,8.3,-0.7021507263183597
617,7.52,8.29,-0.7700257110595707
618,7.52,8.27,-0.7506003189086918
619,7.6,8.25,-0.6506332397460941
620,7.6,8.23,-0.6263803482055668
621,7.52,8.17,-0.6514954376220707
622,7.4,8.06,-0.6625886917114254
623,7.32,7.89,-0.5678841400146482
624,7.2,7.65,-0.44763402938842756
625,7.24,7.35,-0.1111056900024412
626,7.08,7.01,0.06725175857543952
627,7.12,6.63,0.4859944534301759
628,6.92,6.23,0.6940077972412109
629,7.04,5.8,1.236371078491211
630,6.84,5.38,1.4582122230529784
631,6.92,4.99,1.9271902275085449
632,6.76,4.67,2.089215049743652
633,6.84,4.45,2.3913606071472167
634,6.76,4.34,2.4200809097290037
635,6.88,4.34,2.5382980155944823
636,6.8,4.44,2.3551042556762694
637,6.92,4.63,2.285765571594238
638,7.04,4.89,2.149595775604248
639,7.28,5.19,2.087261943817139
640,7.44,5.52,1.9184941673278813
641,7.52,5.86,1.6605148506164547
642,7.6,6.2,1.4018589019775387
643,7.6,6.53,1.0676957130432125
644,7.72,6.86,0.8620726776123044
645,7.72,7.17,0.5486881446838376
646,7.84,7.47,0.37090095520019517
647,7.88,7.74,0.14230525970458974
648,7.92,7.96,-0.04476554870605476
649,8.04,8.15,-0.10871597290039148
650,8.0,8.29,-0.29351329803466797
651,8.2,8.41,-0.2055013656616218
652,8.16,8.49,-0.3314617538452147
653,8.28,8.56,-0.277608604431153
654,8.28,8.6,-0.3237874221801764
655,8.36,8.63,-0.26899684906005916
656,8.16,8.64,-0.47874912261962876
657,8.04,8.64,-0.5999183273315438
658,7.84,8.64,-0.7983810043334962
659,7.68,8.64,-0.9582169723510745
660,7.44,8.65,-1.2070289230346676
661,7.32,8.67,-1.3507048416137692
662,6.96,8.7,-1.741146125793457
663,6.64,8.74,-2.098413810729981
664,6.2,8.78,-2.5843408584594725
665,5.88,8.84,-2.960028762817383
666,5.72,8.9,-3.1797383117675784
667,5.72,8.96,-3.2367308425903323
668,5.76,9.01,-3.2457306289672854
669,5.72,9.03,-3.313005714416504
670,5.76,9.02,-3.2622053527832033
671,5.72,8.98,-3.2592366027832034
672,5.8,8.92,-3.1226531982421877
673,5.84,8.87,-3.030827674865723
674,5.84,8.84,-2.996854934692383
675,5.92,8.83,-2.9075136947631837
676,5.88,8.84,-2.9587832641601564
677,6.0,8.86,-2.8577632904052734
678,6.08,8.88,-2.7972382736206054
679,6.12,8.89,-2.77363956451416
680,6.24,8.91,-2.6656692123413084
681,6.52,8.91,-2.393326263427735
682,6.72,8.92,-2.1972458648681643
683,6.92,8.92,-1.9983053970336915
684,7.16,8.92,-1.757377471923828
685,7.4,8.92,-1.5152193069458004
686,7.64,8.91,-1.2724202728271488
687,8.0,8.9,-0.8987579345703125
688,8.28,8.87,-0.5897347640991217
689,8.52,8.82,-0.30498455047607465
690,8.76,8.78,-0.022707214355468963
691,8.88,8.75,0.1343191909790047
692,8.96,8.72,0.24355884552002038
693,8.96,8.69,0.26902194976806726
694,9.0,8.66,0.34096622467041016
695,9.08,8.63,0.4521685409545899
696,9.12,8.6,0.5226441574096672
697,9.08,8.57,0.5091267395019532
698,9.12,8.55,0.5684233856201164
699,9.16,8.54,0.6186315155029298
700,9.2,8.54,0.664622497558593
701,9.2,8.53,0.6721984863281243
702,9.16,8.51,0.6456672286987306
703,9.12,8.49,0.6324807357788078
704,9.0,8.45,0.5526504516601562
705,8.84,8.4,0.4428537750244139
706,8.8,8.34,0.4640415191650398
707,8.88,8.27,0.6119183349609383
708,8.96,8.2,0.7610511398315438
709,9.0,8.14,0.8561935424804688
710,9.04,8.11,0.934563674926757
711,9.04,8.09,0.9535732650756827
712,9.0,8.09,0.9126043319702148
713,9.0,8.1,0.9036846160888672
714,9.04,8.12,0.9239693069457999
715,9.08,8.15,0.9329739379882813
716,9.08,8.18,0.9025135803222657
717,9.08,8.2,0.8796397018432618
718,9.08,8.21,0.8675986099243165
719,9.08,8.21,0.8668957519531251
720,9.04,8.2,0.8415871047973624
721,9.0,8.17,0.8345851898193359
